# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Lpin	FBgn0263593	FBtr0088815	protein_coding	0	12	10	139	2	0	9	28	0	50	10	0	0	0	2	0	0	0	0	10	52
Lpin	FBgn0263593	FBtr0113055	protein_coding	0	10	7	145	3	0	9	21	0	62	7	0	0	0	2	0	0	0	0	8	52
Lpin	FBgn0263593	FBtr0303573	protein_coding	0	10	7	145	3	0	9	21	0	62	7	0	0	0	2	0	0	0	0	8	52
Lpin	FBgn0263593	FBtr0303574	protein_coding	0	12	10	139	2	0	10	28	0	49	10	0	0	0	2	0	0	0	0	10	52
Lpin	FBgn0263593	FBtr0303575	protein_coding	0	12	10	139	2	0	9	28	0	50	10	0	0	0	2	0	0	0	0	10	52
Lpin	FBgn0263593	FBtr0303577	protein_coding	0	11	10	100	2	0	0	28	0	15	10	0	0	0	2	0	0	0	0	9	57
Lpin	FBgn0263593	FBtr0303578	protein_coding	0	12	10	139	2	0	9	28	0	50	10	0	0	0	2	0	0	0	0	10	52
Lpin	FBgn0263593	FBtr0303580	protein_coding	0	11	7	103	1	1	2	22	0	25	7	0	0	0	3	0	0	0	0	7	55
Lpin	FBgn0263593	FBtr0303583	protein_coding	0	11	7	275	3	1	13	21	0	184	7	0	0	0	2	0	0	0	0	8	56
Lpin	FBgn0263593	FBtr0303584	protein_coding	0	10	7	145	3	0	9	21	0	62	7	0	0	0	2	0	0	0	0	8	52
Lpin	FBgn0263593	FBtr0303585	protein_coding	0	13	10	269	2	1	13	28	0	172	10	0	0	0	2	0	0	0	0	10	56
Lpt	FBgn0263667	FBtr0072134	protein_coding	0	67	17	193	0	0	0	91	0	21	17	0	0	0	2	0	0	0	0	65	83
Lpt	FBgn0263667	FBtr0343298	protein_coding	0	67	17	193	0	0	0	91	0	21	17	0	0	0	2	0	0	0	0	65	83
Lrch	FBgn0032633	FBtr0080968	protein_coding	0	34	8	440	8	0	4	98	0	241	8	0	0	0	2	0	0	0	0	32	91
Lrch	FBgn0032633	FBtr0080969	protein_coding	0	37	11	434	8	0	4	98	0	235	11	0	0	0	2	0	0	0	0	35	91
Lrch	FBgn0032633	FBtr0339797	protein_coding	0	35	11	419	34	0	4	101	0	191	11	0	0	0	2	0	0	0	0	33	91
Lrr47	FBgn0010398	FBtr0080092	protein_coding	0	27	11	294	0	0	1	129	0	5	11	0	0	0	0	0	0	0	0	27	159
Lrr47	FBgn0010398	FBtr0331671	protein_coding	0	27	11	299	5	0	1	129	0	5	11	0	0	0	0	0	0	0	0	27	159
Lrrk	FBgn0038816	FBtr0112788	protein_coding	0	40	15	124	0	0	0	64	0	11	15	0	0	0	1	0	0	0	0	39	50
Lrrk	FBgn0038816	FBtr0334640	protein_coding	0	39	15	130	0	0	3	64	0	16	15	0	0	0	0	0	0	0	0	39	47
Lrrk	FBgn0038816	FBtr0334641	protein_coding	0	40	16	128	0	0	3	64	0	15	16	0	0	0	1	0	0	0	0	39	47
Lrt	FBgn0034540	FBtr0302284	protein_coding	0	39	6	464	8	2	13	66	0	240	6	0	0	0	2	0	0	0	0	36	138
Lrt	FBgn0034540	FBtr0342717	protein_coding	0	39	6	464	8	2	13	66	0	240	6	0	0	0	2	0	0	0	0	36	138
Lsd-1	FBgn0039114	FBtr0084455	protein_coding	0	10	7	173	0	0	1	78	0	9	7	0	0	0	1	0	0	0	0	9	86
Lsd-1	FBgn0039114	FBtr0084456	protein_coding	0	12	6	185	0	3	7	78	0	11	6	0	0	0	1	0	0	0	0	8	90
Lsd-1	FBgn0039114	FBtr0084457	protein_coding	0	9	5	179	0	3	8	78	0	7	5	0	0	0	0	0	0	0	0	6	86
Lsd-1	FBgn0039114	FBtr0335002	protein_coding	0	9	6	175	0	0	1	78	0	11	6	0	0	0	1	0	0	0	0	8	86
Lsd-2	FBgn0030608	FBtr0073967	protein_coding	0	4	0	137	1	0	2	91	0	14	0	0	0	0	0	0	0	0	0	4	29
Lsd-2	FBgn0030608	FBtr0110968	protein_coding	0	4	0	137	1	0	2	91	0	14	0	0	0	0	0	0	0	0	0	4	29
Lsd-2	FBgn0030608	FBtr0340427	protein_coding	0	4	1	136	1	0	2	91	0	13	1	0	0	0	0	0	0	0	0	4	29
Lsd-2	FBgn0030608	FBtr0340428	protein_coding	0	4	1	136	1	0	2	91	0	13	1	0	0	0	0	0	0	0	0	4	29
Lsd-2	FBgn0030608	FBtr0346060	protein_coding	0	4	1	154	29	0	2	81	0	13	1	0	0	0	0	0	0	0	0	4	29
Lsm10	FBgn0033554	FBtr0088248	protein_coding	0	3	2	127	0	0	0	57	0	0	2	0	0	0	0	0	0	0	0	3	70
Lsm11	FBgn0033450	FBtr0088485	protein_coding	0	2	6	123	3	0	1	63	0	0	6	0	0	0	0	0	0	0	0	2	56
Lsp1alpha	FBgn0002562	FBtr0073651	protein_coding	0	41	16	167	1	0	6	84	0	2	16	0	0	0	1	0	0	0	0	40	75
Lsp1beta	FBgn0002563	FBtr0078025	protein_coding	0	40	10	272	4	0	3	130	0	6	10	0	0	0	2	0	0	0	0	38	131
Lsp1beta	FBgn0002563	FBtr0345738	protein_coding	0	40	10	277	4	0	6	130	0	6	10	0	0	0	2	0	0	0	0	38	133
Lsp1gamma	FBgn0002564	FBtr0072463	protein_coding	0	5	1	42	0	0	1	23	0	0	1	0	0	0	0	0	0	0	0	5	18
Lsp2	FBgn0002565	FBtr0089324	protein_coding	0	47	6	250	3	0	0	113	0	0	6	0	0	0	0	0	0	0	0	47	134
Lsp2	FBgn0002565	FBtr0345352	protein_coding	0	47	6	254	12	0	0	108	0	0	6	0	0	0	0	0	0	0	0	47	134
Lst8	FBgn0264691	FBtr0071368	protein_coding	0	12	1	113	2	0	0	47	0	2	1	0	0	0	0	0	0	0	0	12	62
LysB	FBgn0004425	FBtr0072628	protein_coding	0	10	1	278	0	0	0	125	0	0	1	0	0	0	0	0	0	0	0	10	153
LysB	FBgn0004425	FBtr0336738	protein_coding	0	10	1	284	7	0	0	124	0	0	1	0	0	0	0	0	0	0	0	10	153
LysC	FBgn0004426	FBtr0072629	protein_coding	0	4	6	256	5	0	0	122	0	0	6	0	0	0	0	0	0	0	0	4	129
LysD	FBgn0004427	FBtr0072634	protein_coding	0	15	2	259	3	0	1	129	0	0	2	0	0	0	0	0	0	0	0	15	126
LysE	FBgn0004428	FBtr0072630	protein_coding	0	13	2	240	0	1	6	109	0	0	2	0	0	0	0	0	0	0	0	12	125
LysP	FBgn0004429	FBtr0072633	protein_coding	0	18	3	145	1	0	1	113	0	0	3	0	0	0	0	0	0	0	0	18	30
LysS	FBgn0004430	FBtr0072631	protein_coding	0	2	2	129	0	0	1	121	0	0	2	0	0	0	0	0	0	0	0	2	7
LysX	FBgn0004431	FBtr0072637	protein_coding	0	14	6	346	5	1	2	164	0	0	6	0	0	0	0	0	0	0	0	13	175
M1BP	FBgn0037621	FBtr0081947	protein_coding	0	2	1	94	2	0	2	47	0	3	1	0	0	0	0	0	0	0	0	2	40
M6	FBgn0037092	FBtr0078356	protein_coding	0	5	2	53	2	0	0	25	0	2	2	0	0	0	1	0	0	0	0	4	25
M6	FBgn0037092	FBtr0332712	protein_coding	0	5	2	60	2	0	3	25	0	8	2	0	0	0	1	0	0	0	0	4	23
M6	FBgn0037092	FBtr0332713	protein_coding	0	2	2	63	2	0	3	25	0	10	2	0	0	0	0	0	0	0	0	2	23
M6	FBgn0037092	FBtr0332714	protein_coding	0	2	2	63	2	0	3	25	0	10	2	0	0	0	0	0	0	0	0	2	23
M6	FBgn0037092	FBtr0332715	protein_coding	0	5	2	60	2	0	3	25	0	8	2	0	0	0	1	0	0	0	0	4	23
M6	FBgn0037092	FBtr0339793	protein_coding	0	1	2	64	3	0	3	25	0	10	2	0	0	0	0	0	0	0	0	1	23
MAGE	FBgn0037481	FBtr0081606	protein_coding	0	4	4	86	2	0	0	34	0	0	4	0	0	0	0	0	0	0	0	4	50
MAN1	FBgn0034962	FBtr0072166	protein_coding	0	21	6	182	1	0	4	115	0	4	6	0	0	0	0	0	0	0	0	21	58
MAN1	FBgn0034962	FBtr0072167	protein_coding	0	21	6	182	1	0	4	115	0	4	6	0	0	0	0	0	0	0	0	21	58
MAN1	FBgn0034962	FBtr0345949	protein_coding	0	21	6	187	1	0	9	115	0	4	6	0	0	0	0	0	0	0	0	21	58
MAPk-Ak2	FBgn0013987	FBtr0070837	protein_coding	0	8	0	145	6	0	0	61	0	25	0	0	0	0	0	0	0	0	0	8	53
MAPk-Ak2	FBgn0013987	FBtr0070839	protein_coding	0	8	0	145	6	0	0	61	0	25	0	0	0	0	0	0	0	0	0	8	53
MAPk-Ak2	FBgn0013987	FBtr0302940	protein_coding	0	8	0	132	6	0	0	61	0	17	0	0	0	0	0	0	0	0	0	8	48
MAPk-Ak2	FBgn0013987	FBtr0308577	protein_coding	0	8	0	129	6	0	0	61	0	16	0	0	0	0	0	0	0	0	0	8	46
MBD-R2	FBgn0038016	FBtr0082611	protein_coding	0	14	9	117	1	0	0	62	0	2	9	0	0	0	0	0	0	0	0	14	52
MBD-like	FBgn0027950	FBtr0082068	protein_coding	0	5	0	93	2	0	1	42	0	10	0	0	0	0	0	0	0	0	0	5	38
MBD-like	FBgn0027950	FBtr0082069	protein_coding	0	7	0	91	2	0	1	42	0	8	0	0	0	0	0	0	0	0	0	7	38
MBD-like	FBgn0027950	FBtr0334654	protein_coding	0	7	0	91	2	0	1	42	0	8	0	0	0	0	0	0	0	0	0	7	38
MCO3	FBgn0039387	FBtr0084940	protein_coding	0	42	12	179	6	0	0	96	0	6	12	0	0	0	4	0	0	0	0	38	74
MCPH1	FBgn0260959	FBtr0301428	protein_coding	0	22	10	205	6	0	0	34	0	74	10	0	0	0	1	0	0	0	0	22	91
MCPH1	FBgn0260959	FBtr0301429	protein_coding	0	26	12	208	6	1	4	34	0	75	12	0	0	0	1	0	0	0	0	25	89
MCPH1	FBgn0260959	FBtr0301430	protein_coding	0	28	11	219	1	0	0	46	0	81	11	0	0	0	1	0	0	0	0	28	91
MCPH1	FBgn0260959	FBtr0301431	protein_coding	0	32	13	222	1	1	4	46	0	82	13	0	0	0	1	0	0	0	0	31	89
MED1	FBgn0037109	FBtr0078464	protein_coding	0	13	4	73	2	1	2	34	0	2	4	0	0	0	0	0	0	0	0	12	33
MED1	FBgn0037109	FBtr0302592	protein_coding	0	11	3	62	0	1	2	26	0	1	3	0	0	0	0	0	0	0	0	10	33
MED1	FBgn0037109	FBtr0333972	protein_coding	0	11	4	75	4	1	2	34	0	2	4	0	0	0	0	0	0	0	0	10	33
MED10	FBgn0036581	FBtr0301481	protein_coding	0	10	0	173	1	0	7	100	0	0	0	0	0	0	0	0	0	0	0	10	65
MED10	FBgn0036581	FBtr0333560	protein_coding	0	11	0	173	4	0	7	97	0	0	0	0	0	0	1	0	0	0	0	10	65
MED11	FBgn0036811	FBtr0075054	protein_coding	0	3	0	145	5	0	3	44	0	0	0	0	0	0	1	0	0	0	0	3	93
MED14	FBgn0035145	FBtr0072554	protein_coding	0	80	3	210	6	0	5	116	0	17	3	0	0	0	3	0	0	0	0	77	69
MED14	FBgn0035145	FBtr0344912	protein_coding	0	80	3	210	6	0	5	116	0	17	3	0	0	0	3	0	0	0	0	77	69
MED15	FBgn0027592	FBtr0078062	protein_coding	0	13	4	106	7	1	1	49	0	12	4	0	0	0	0	0	0	0	0	12	37
MED16	FBgn0034707	FBtr0071770	protein_coding	0	71	10	325	7	0	0	136	0	0	10	0	0	0	0	0	0	0	1	70	182
MED17	FBgn0038578	FBtr0083558	protein_coding	0	40	1	145	0	1	3	60	0	2	1	0	0	0	0	0	0	0	0	39	80
MED18	FBgn0026873	FBtr0070308	protein_coding	0	1	0	21	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	10
MED18	FBgn0026873	FBtr0114454	protein_coding	0	0	0	22	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10
MED19	FBgn0036761	FBtr0075160	protein_coding	0	3	0	116	2	0	2	59	0	12	0	0	0	0	0	0	0	0	0	3	41
MED19	FBgn0036761	FBtr0345815	protein_coding	0	3	0	116	2	0	2	59	0	12	0	0	0	0	0	0	0	0	0	3	41
MED20	FBgn0013531	FBtr0079544	protein_coding	0	19	1	272	6	0	5	122	0	0	1	0	0	0	0	0	0	0	0	19	139
MED20	FBgn0013531	FBtr0329946	protein_coding	0	20	2	270	4	0	5	122	0	0	2	0	0	0	0	0	0	0	1	19	139
MED21	FBgn0040020	FBtr0113739	protein_coding	0	1	0	19	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	9
MED21	FBgn0040020	FBtr0113740	protein_coding	0	1	0	19	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	9
MED22	FBgn0040339	FBtr0070165	protein_coding	0	2	0	35	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2	10
MED23	FBgn0034795	FBtr0071903	protein_coding	0	106	6	251	7	2	4	96	0	52	6	0	0	0	9	0	0	0	0	96	100
MED24	FBgn0035851	FBtr0076694	protein_coding	0	17	5	127	5	0	0	52	0	18	5	0	0	0	0	0	0	0	0	17	52
MED25	FBgn0038760	FBtr0083825	protein_coding	0	26	3	205	1	0	1	89	0	0	3	0	0	0	0	0	0	0	0	26	114
MED27	FBgn0037359	FBtr0078712	protein_coding	0	4	0	38	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	4	18
MED28	FBgn0039337	FBtr0084836	protein_coding	0	4	1	123	2	1	1	47	0	0	1	0	0	0	0	0	0	0	0	3	73
MED30	FBgn0035149	FBtr0072558	protein_coding	0	4	0	219	1	0	2	142	0	0	0	0	0	0	0	0	0	0	0	4	74
MED31	FBgn0037262	FBtr0078856	protein_coding	0	1	0	40	0	0	4	28	0	2	0	0	0	0	0	0	0	0	0	1	6
MED31	FBgn0037262	FBtr0078857	protein_coding	0	1	0	40	0	0	1	28	0	5	0	0	0	0	0	0	0	0	0	1	6
MED31	FBgn0037262	FBtr0305312	protein_coding	0	1	0	40	0	0	1	28	0	5	0	0	0	0	0	0	0	0	0	1	6
MED31	FBgn0037262	FBtr0336456	protein_coding	0	1	0	40	0	0	4	28	0	2	0	0	0	0	0	0	0	0	0	1	6
MED31	FBgn0037262	FBtr0345249	protein_coding	0	1	0	40	0	0	0	28	0	6	0	0	0	0	0	0	0	0	0	1	6
MED4	FBgn0035754	FBtr0076889	protein_coding	0	15	2	187	0	0	1	69	0	7	2	0	0	0	1	0	0	0	0	14	111
MED6	FBgn0024330	FBtr0082161	protein_coding	0	5	1	92	3	1	7	38	0	12	1	0	0	0	2	0	0	0	0	2	33
MED6	FBgn0024330	FBtr0082162	protein_coding	0	3	1	91	3	0	6	38	0	11	1	0	0	0	1	0	0	0	0	2	34
MED6	FBgn0024330	FBtr0301872	protein_coding	0	3	1	89	3	0	7	38	0	9	1	0	0	0	1	0	0	0	0	2	33
MED6	FBgn0024330	FBtr0301873	protein_coding	0	4	1	89	3	1	9	38	0	5	1	0	0	0	1	0	0	0	0	2	35
MED6	FBgn0024330	FBtr0339719	protein_coding	0	3	1	88	3	0	5	38	0	4	1	0	0	0	1	0	0	0	0	2	39
MED7	FBgn0051390	FBtr0082311	protein_coding	0	5	0	128	1	0	1	78	0	0	0	0	0	0	1	0	0	0	0	5	48
MED8	FBgn0034503	FBtr0086297	protein_coding	0	6	1	110	1	0	4	67	0	0	1	0	0	0	0	0	0	0	0	6	38
MED9	FBgn0260401	FBtr0300664	protein_coding	0	3	0	156	7	0	1	74	0	6	0	0	0	0	0	0	0	0	0	3	68
MEP-1	FBgn0035357	FBtr0072931	protein_coding	0	58	14	448	12	0	17	175	0	106	14	0	0	0	4	0	0	0	0	55	141
MEP-1	FBgn0035357	FBtr0072932	protein_coding	0	58	14	448	12	0	12	175	0	111	14	0	0	0	4	0	0	0	0	55	141
MEP-1	FBgn0035357	FBtr0072933	protein_coding	0	59	14	443	12	1	13	175	0	102	14	0	0	0	4	0	0	0	0	55	144
MEP-1	FBgn0035357	FBtr0072934	protein_coding	0	57	14	330	12	0	3	175	0	30	14	0	0	0	3	0	0	0	0	55	112
MEP-1	FBgn0035357	FBtr0072935	protein_coding	0	57	14	308	12	0	0	175	0	25	14	0	0	0	3	0	0	0	0	55	98
MEP-1	FBgn0035357	FBtr0072936	protein_coding	0	58	14	305	12	0	0	175	0	21	14	0	0	0	4	0	0	0	0	55	100
MEP-1	FBgn0035357	FBtr0290340	protein_coding	0	59	14	448	12	1	18	175	0	105	14	0	0	0	4	0	0	0	0	55	141
MESK2	FBgn0043070	FBtr0089703	protein_coding	0	26	0	432	0	0	4	73	0	206	0	0	0	0	5	0	0	0	0	22	153
MESK2	FBgn0043070	FBtr0089704	protein_coding	0	27	1	541	6	0	1	123	0	262	1	0	0	0	5	0	0	0	0	23	153
MESK2	FBgn0043070	FBtr0089705	protein_coding	0	28	1	540	6	0	1	123	0	261	1	0	0	0	5	0	0	0	0	24	153
MESK2	FBgn0043070	FBtr0089706	protein_coding	0	27	0	357	16	2	5	90	0	134	0	0	0	0	5	0	0	0	0	21	116
MESK2	FBgn0043070	FBtr0089707	protein_coding	0	25	0	483	16	0	4	90	0	224	0	0	0	0	5	0	0	0	0	21	153
MESK2	FBgn0043070	FBtr0089708	protein_coding	0	26	0	452	0	0	4	84	0	215	0	0	0	0	5	0	0	0	0	22	153
MESK2	FBgn0043070	FBtr0089709	protein_coding	0	25	0	483	16	0	4	90	0	224	0	0	0	0	5	0	0	0	0	21	153
MESK2	FBgn0043070	FBtr0089710	protein_coding	0	27	0	431	0	0	4	73	0	205	0	0	0	0	5	0	0	0	0	23	153
MESK2	FBgn0043070	FBtr0089711	protein_coding	0	25	0	483	16	0	1	90	0	227	0	0	0	0	5	0	0	0	0	21	153
MESK4	FBgn0043069	FBtr0083367	protein_coding	0	0	0	137	1	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	90
MESK4	FBgn0043069	FBtr0337059	protein_coding	0	0	0	137	2	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	90
MESR3	FBgn0032694	FBtr0081073	protein_coding	0	6	2	929	13	4	10	73	0	726	2	0	0	0	0	0	0	0	0	2	107
MESR3	FBgn0032694	FBtr0329971	protein_coding	0	6	2	929	13	4	10	73	0	726	2	0	0	0	0	0	0	0	0	2	107
MESR3	FBgn0032694	FBtr0329972	protein_coding	0	6	2	929	13	4	9	73	0	727	2	0	0	0	0	0	0	0	0	2	107
MESR3	FBgn0032694	FBtr0343808	protein_coding	0	6	2	929	13	4	8	73	0	728	2	0	0	0	0	0	0	0	0	2	107
MESR4	FBgn0034240	FBtr0086946	protein_coding	0	51	29	206	3	0	1	94	0	3	29	0	0	0	0	0	0	0	0	51	105
MESR4	FBgn0034240	FBtr0113090	protein_coding	0	52	29	219	3	1	7	94	0	3	29	0	0	0	0	0	0	0	0	51	112
MESR4	FBgn0034240	FBtr0340219	protein_coding	0	52	29	219	3	1	7	94	0	3	29	0	0	0	0	0	0	0	0	51	112
MESR4	FBgn0034240	FBtr0340220	protein_coding	0	51	29	206	3	0	1	94	0	4	29	0	0	0	1	0	0	0	0	50	105
MESR6	FBgn0036846	FBtr0075026	protein_coding	0	7	3	137	1	0	0	78	0	6	3	0	0	0	2	0	0	0	0	5	54
MESR6	FBgn0036846	FBtr0330090	protein_coding	0	7	3	137	1	0	0	78	0	6	3	0	0	0	2	0	0	0	0	5	54
MFS10	FBgn0030452	FBtr0073724	protein_coding	0	16	2	150	0	0	5	92	0	16	2	0	0	0	1	0	0	0	0	15	38
MFS10	FBgn0030452	FBtr0339677	protein_coding	0	16	2	156	2	0	8	92	0	16	2	0	0	0	1	0	0	0	0	15	39
MFS10	FBgn0030452	FBtr0339678	protein_coding	0	18	2	188	0	2	17	92	0	29	2	0	0	0	1	0	0	0	0	15	51
MFS15	FBgn0034392	FBtr0086636	protein_coding	0	48	9	272	1	1	2	143	0	8	9	0	0	0	2	0	0	0	0	45	120
MFS15	FBgn0034392	FBtr0086637	protein_coding	0	46	9	276	1	3	6	143	0	8	9	0	0	0	2	0	0	0	0	41	120
MFS16	FBgn0034611	FBtr0071589	protein_coding	0	50	7	401	13	1	4	192	0	41	7	0	0	0	6	0	0	0	0	45	154
MFS16	FBgn0034611	FBtr0071590	protein_coding	0	50	8	399	13	0	6	192	0	37	8	0	0	0	6	0	0	0	0	46	154
MFS16	FBgn0034611	FBtr0071591	protein_coding	0	50	7	400	13	1	11	192	0	32	7	0	0	0	6	0	0	0	0	45	155
MFS16	FBgn0034611	FBtr0342884	protein_coding	0	50	7	379	13	2	6	192	0	28	7	0	0	0	5	0	0	0	0	45	142
MFS17	FBgn0058263	FBtr0301779	protein_coding	0	1	2	45	0	0	1	2	0	35	2	0	0	0	0	0	0	0	0	1	7
MFS17	FBgn0058263	FBtr0301780	protein_coding	0	1	2	45	0	0	1	2	0	35	2	0	0	0	0	0	0	0	0	1	7
MFS17	FBgn0058263	FBtr0301781	protein_coding	0	1	2	45	0	0	1	2	0	35	2	0	0	0	0	0	0	0	0	1	7
MFS17	FBgn0058263	FBtr0334935	protein_coding	0	1	1	46	0	0	1	2	0	36	1	0	0	0	0	0	0	0	0	1	7
MFS17	FBgn0058263	FBtr0334936	protein_coding	0	1	2	45	1	0	1	2	0	34	2	0	0	0	0	0	0	0	0	1	7
MFS18	FBgn0025684	FBtr0077456	protein_coding	0	28	5	230	4	0	6	82	0	7	5	0	0	0	4	0	0	0	0	25	133
MFS3	FBgn0031307	FBtr0077958	protein_coding	0	30	5	346	8	0	0	130	0	77	5	0	0	0	1	0	0	0	0	29	132
MICAL-like	FBgn0036333	FBtr0075898	protein_coding	0	35	17	184	0	0	1	78	0	0	17	0	0	0	0	0	0	0	0	35	105
MKP-4	FBgn0031044	FBtr0074741	protein_coding	0	3	5	130	19	0	0	35	0	7	5	0	0	0	0	0	0	0	0	3	69
MKP-4	FBgn0031044	FBtr0332481	protein_coding	0	3	5	127	13	0	0	38	0	7	5	0	0	0	0	0	0	0	0	3	69
MP1	FBgn0027930	FBtr0078903	protein_coding	0	0	1	15	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	8
MP1	FBgn0027930	FBtr0300936	protein_coding	0	0	1	15	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	8
MRE23	FBgn0262741	FBtr0305123	lincRNA	0	0	0	195	0	0	0	94	0	0	0	45	0	0	0	0	0	0	0	0	56
MRE23	FBgn0262741	FBtr0309075	lincRNA	0	0	0	274	0	0	0	121	0	0	0	97	0	0	0	0	0	0	0	0	56
MRG15	FBgn0027378	FBtr0083125	protein_coding	0	8	4	127	3	0	0	43	0	5	4	0	0	0	0	0	0	0	0	8	76
MRG15	FBgn0027378	FBtr0333921	protein_coding	0	8	4	127	3	0	0	43	0	5	4	0	0	0	0	0	0	0	0	8	76
MRP	FBgn0032456	FBtr0090013	protein_coding	0	89	10	407	6	1	4	112	0	169	10	0	0	0	3	0	0	0	0	85	119
MRP	FBgn0032456	FBtr0090014	protein_coding	0	85	11	410	6	1	4	112	0	171	11	0	0	0	2	0	0	0	0	82	119
MRP	FBgn0032456	FBtr0090015	protein_coding	0	87	10	466	6	1	6	112	0	256	10	0	0	0	4	0	0	0	0	82	90
MRP	FBgn0032456	FBtr0090016	protein_coding	0	86	11	409	6	1	4	112	0	171	11	0	0	0	3	0	0	0	0	82	119
MRP	FBgn0032456	FBtr0090017	protein_coding	0	87	11	408	6	1	4	112	0	170	11	0	0	0	3	0	0	0	0	83	119
MRP	FBgn0032456	FBtr0090018	protein_coding	0	85	12	409	6	1	4	112	0	171	12	0	0	0	3	0	0	0	0	81	119
MRP	FBgn0032456	FBtr0090019	protein_coding	0	87	10	466	6	1	6	112	0	256	10	0	0	0	4	0	0	0	0	82	90
MRP	FBgn0032456	FBtr0090020	protein_coding	0	89	10	407	6	1	4	112	0	169	10	0	0	0	3	0	0	0	0	85	119
MRP	FBgn0032456	FBtr0090021	protein_coding	0	88	11	407	6	1	4	112	0	168	11	0	0	0	2	0	0	0	0	85	119
MRP	FBgn0032456	FBtr0090022	protein_coding	0	86	12	465	6	1	6	112	0	254	12	0	0	0	3	0	0	0	0	82	90
MRP	FBgn0032456	FBtr0090023	protein_coding	0	85	13	465	6	1	6	112	0	254	13	0	0	0	3	0	0	0	0	81	90
MRP	FBgn0032456	FBtr0090024	protein_coding	0	85	11	410	6	1	4	112	0	171	11	0	0	0	2	0	0	0	0	82	119
MRP	FBgn0032456	FBtr0090025	protein_coding	0	89	11	463	6	1	6	112	0	252	11	0	0	0	3	0	0	0	0	85	90
MRP	FBgn0032456	FBtr0090026	protein_coding	0	87	12	464	6	1	6	112	0	253	12	0	0	0	3	0	0	0	0	83	90
MRP	FBgn0032456	FBtr0090027	protein_coding	0	90	10	463	6	1	6	112	0	253	10	0	0	0	4	0	0	0	0	85	90
MRP	FBgn0032456	FBtr0090028	protein_coding	0	86	12	465	6	1	6	112	0	255	12	0	0	0	4	0	0	0	0	81	90
MRP	FBgn0032456	FBtr0090029	protein_coding	0	84	13	409	6	1	4	112	0	170	13	0	0	0	2	0	0	0	0	81	119
MSBP	FBgn0030703	FBtr0074166	protein_coding	0	1	2	80	1	1	1	36	0	7	2	0	0	0	0	0	0	0	0	0	35
MSBP	FBgn0030703	FBtr0301598	protein_coding	0	1	2	80	1	1	1	36	0	7	2	0	0	0	0	0	0	0	0	0	35
MSBP	FBgn0030703	FBtr0333719	protein_coding	0	1	2	80	1	1	2	36	0	6	2	0	0	0	0	0	0	0	0	0	35
MTA1-like	FBgn0027951	FBtr0078733	protein_coding	0	4	3	76	5	0	0	13	0	41	3	0	0	0	1	0	0	0	0	3	18
MTA1-like	FBgn0027951	FBtr0078734	protein_coding	0	4	3	76	5	0	0	13	0	41	3	0	0	0	1	0	0	0	0	3	18
MTA1-like	FBgn0027951	FBtr0290206	protein_coding	0	5	4	72	6	1	7	16	0	30	4	0	0	0	1	0	0	0	0	3	14
MTA1-like	FBgn0027951	FBtr0330315	protein_coding	0	4	3	76	5	0	0	13	0	41	3	0	0	0	1	0	0	0	0	3	18
MTF-1	FBgn0040305	FBtr0076459	protein_coding	0	32	11	255	11	1	1	35	0	111	11	0	0	0	1	0	0	0	0	30	98
MTF-1	FBgn0040305	FBtr0076460	protein_coding	0	22	10	267	11	2	11	35	0	113	10	0	0	0	1	0	0	0	0	19	98
MTF-1	FBgn0040305	FBtr0113322	protein_coding	0	37	24	237	11	1	1	35	0	92	24	0	0	0	0	0	0	0	0	36	98
MTF-1	FBgn0040305	FBtr0113323	protein_coding	0	25	10	268	11	6	30	35	0	94	10	0	0	0	0	0	0	0	0	19	98
MTF-1	FBgn0040305	FBtr0113324	protein_coding	0	19	10	169	11	0	9	35	0	8	10	0	0	0	0	0	0	0	0	19	106
MTF-1	FBgn0040305	FBtr0344236	protein_coding	0	31	17	250	2	1	1	31	0	118	17	0	0	0	0	0	0	0	0	30	98
MTF-1	FBgn0040305	FBtr0344237	protein_coding	0	23	10	267	11	3	15	35	0	109	10	0	0	0	1	0	0	0	0	19	98
